Sigla_Distribuidora,Estado,Grupo_Distribuidora,Grupo_Empresarial,Resumo temas,VlrPenalidade,NumAutoInfracao,Flag_Distribuidora,VlrMercado,DscTipoPenalidade,AnoLavratura,VlrMultaAposJuizo
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,98201.48,0379/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,305515.72,0380/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,305515.72,0381/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,305515.72,0382/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,108531.35,0383/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,131788.05,0384/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,80106.46,0385/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,56849.76,0386/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,108531.35,0389/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,131788.05,0390/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,121451.73,0391/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,118867.66,0392/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,126619.9,0393/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,191221.88,0394/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,191221.88,0395/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,209310.45,0396/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,397948.26,0397/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,397948.26,0398/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,395364.17,0399/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,397948.26,0400/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,397948.26,0401/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,397948.26,0402/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,347459.31,0403/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,395364.17,0404/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,395364.17,0405/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,347459.31,0406/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,342887.48,0407/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,342887.48,0408/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,342887.48,0409/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,347459.31,0410/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,400532.33,0411/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,400532.33,0412/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,400532.33,0413/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,395364.17,0414/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,395364.17,0415/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,395364.17,0416/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,266160.19,0417/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,266160.19,0418/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,266160.19,0419/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,266160.19,0420/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,266160.19,0421/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,266160.19,0422/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,266160.19,0423/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,266160.19,0424/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,266160.19,0425/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,338514.43,0426/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,374691.54,0427/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,612426.86,0428/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,346266.67,0429/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,586586.06,0430/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,615010.93,0431/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,346266.67,0432/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,372107.46,0433/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,534904.47,0434/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,571479.14,0435/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,507473.47,0436/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,346266.67,0437/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,292000.99,0438/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,268744.26,0439/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,271328.36,0440/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,382443.78,0441/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,382443.78,0442/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,382443.78,0443/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,377275.61,0444/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,382443.78,0445/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,325594.02,0446/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,315257.71,0447/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,315257.71,0448/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,351434.82,0449/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,299753.23,0450/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,387611.93,0451/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,343682.58,0452/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,266160.19,0453/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,268744.26,0454/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,713205.95,0455/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,620179.1,0456/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,666692.52,0457/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,633099.49,0458/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,682197.0,0459/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,669276.6,0460/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,596922.38,0461/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,568497.51,0462/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,638267.65,0463/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,470302.48,0464/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,340601.56,0465/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,464041.05,0466/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,662915.8,0467/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,514331.22,0468/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,587480.55,0469/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,660629.87,0470/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,678917.21,0471/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,301740.98,0472/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,532618.55,0473/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,532618.55,0473/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,566907.3,0474/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,384033.98,0475/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,384033.98,0476/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,576050.96,0477/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,880077.86,0478/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,866362.37,0479/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,868648.28,0480/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,898365.2,0481/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,923510.27,0482/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,896079.28,0483/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,836645.45,0484/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,854932.78,0485/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,1046552.23,0486/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,1054304.45,0487/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,1116322.37,0488/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,1005206.95,0489/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,723542.28,0490/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,1077561.17,0491/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,718374.11,0492/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,900651.11,0493/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,841217.28,0494/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,861790.53,0495/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,744214.91,0496/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,914366.61,0497/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,859504.62,0498/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,905222.95,0499/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,777211.62,0500/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,889221.53,0501/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,351434.82,0502/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,397948.26,0503/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.03 - Procedimento Desempenho de PCHs e UHEs não despachadas,385027.85,0504/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,418620.89,0505/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,428957.2,0506/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.03 - Procedimento Desempenho de PCHs e UHEs não despachadas,413452.72,0507/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,576249.73,0508/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,545240.79,0509/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,109724.0,0510/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,166871.91,0511/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,356602.98,0512/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,393177.64,0513/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,384033.98,0514/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,379462.14,0515/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,445753.72,0516/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,358888.89,0517/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,457640.48,0518/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,473144.97,0519/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,257891.14,0520/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,237735.32,0521/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,240319.4,0522/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,642342.54,0523/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,310884.65,0524/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,240021.24,0525/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,244593.06,0526/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,256022.65,0527/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,369523.37,0528/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,323009.95,0529/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,139540.29,0530/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,227399.01,0531/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,178301.49,0532/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,178301.49,0533/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,183469.64,0534/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,193068.51,0535/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,193068.51,0536/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,193068.51,0537/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,193068.51,0538/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,193068.51,0539/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,238252.13,0540/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,292597.32,0541/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,294883.23,0542/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,301740.98,0543/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,169157.82,0544/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,253736.74,0545/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,285739.57,0546/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,224814.91,0547/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,235151.25,0548/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,235151.25,0549/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,235151.25,0550/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,245487.56,0551/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,294585.06,0552/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,245487.56,0553/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,292000.99,0554/2024-SFT,Não Distribuidora,, Multa,2024,0.0
